,Day,Rain
0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]","[0.8, 0.0, 1.0, 0.0, 11.2, 0.2, 0.0, 0.0, 0.0, 0.0, 13.8, 36.4, 4.2, 31.4, 0.0, 4.0, 0.0, 0.0, 24.0, 8.4, 3.2, nan, 10.4, 0.2, 0.0, 0.0, 0.0, 0.2, 0.0, 5.4]"
