,Day,Rain
0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]","[0.0, 0.0, 0.0, 11.8, 5.8, 4.2, 0.0, 0.0, 1.0, 0.6, 0.0, 5.2, nan, 0.0, nan, 31.2, 25.0, 11.4, 0.6, 0.0, 18.6, 1.6, 0.6, 0.0, 4.6, 6.4, 34.6, nan, nan, nan, nan]"
