,Day,Rain
0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 13.6, 28.8, 28.4, 28.6, 0.0, 0.0, 0.0, 0.0, 45.0, 7.2, 2.4, 2.2, 10.4, 0.0, 0.0, 0.0, 0.0, 11.2, 14.8, 0.2, 0.0, 0.0]"
